,Наименование,ГОСТ,Тип_продукции,Размер_A,Типоразмер,Марка,Примечание_для_размера,Размер_B,Толщина,Диапазон_min,Диапазон_max,Размер_C,Минимальная_длина,Максимальная_длина,Упаковка,Примечание_для_цены,Тип_материала,Основная_марка,Свариваемость,Тип_стандарта,Номер_стандарта,Год_стандарта,Категория_цены,Звоните,Цена,Условие_цены
1613,Круг  РТ-Техприемка,,Число,35.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,716000.0,
1614,Круг  РТ-Техприемка,,Число,32.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6т1,0,не указан,,0,р./т,False,720000.0,
1615,Круг  РТ-Техприемка,,Число,35.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95т1,0,не указан,,0,р./т,False,733000.0,
1616,Круг  РТ-Техприемка,,Число,30.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95т1,0,не указан,,0,р./т,False,733000.0,
1617,Круг  РТ-Техприемка,,Число,45.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,704000.0,
1618,Круг  РТ-Техприемка,,Число,30.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,704000.0,
1619,Круг  РТ-Техприемка,,Число,45.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95т1,0,не указан,,0,р./т,False,733000.0,
1620,Круг  РТ-Техприемка,,Число,40.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,704000.0,
1621,Круг  РТ-Техприемка,,Число,45.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,431000.0,
1622,Круг  РТ-Техприемка,,Число,28.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6т1,0,не указан,,0,р./т,False,765000.0,
1623,Круг  РТ-Техприемка,,Число,40.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,431000.0,
1624,Круг  РТ-Техприемка,,Число,35.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6т1,0,не указан,,0,р./т,False,720000.0,
1625,Круг  РТ-Техприемка,,Число,45.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,716000.0,
1626,Круг  РТ-Техприемка,,Число,170.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,606000.0,
1627,Круг  РТ-Техприемка,,Число,50.0,,,,,,,,,3.0,3.0,,,Сталь,д1т,0,не указан,,0,р./т,False,436000.0,
1628,Круг  РТ-Техприемка,,Число,250.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,414000.0,
1629,Круг  РТ-Техприемка,,Число,250.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,549000.0,
1630,Круг  РТ-Техприемка,,Число,260.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,640000.0,
1631,Круг  РТ-Техприемка,,Число,270.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,640000.0,
1632,Круг  РТ-Техприемка,,Число,130.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,573000.0,
1633,Круг  РТ-Техприемка,,Число,280.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,640000.0,
1634,Круг  РТ-Техприемка,,Число,130.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16,0,не указан,,0,р./т,False,406000.0,
1635,Круг  РТ-Техприемка,,Число,130.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95т1,0,не указан,,0,р./т,False,622000.0,
1636,Круг  РТ-Техприемка,,Число,120.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,549000.0,
1637,Круг  РТ-Техприемка,,Число,120.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16,0,не указан,,0,р./т,False,406000.0,
1638,Круг  РТ-Техприемка,,Число,110.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,573000.0,
1639,Круг  РТ-Техприемка,,Число,250.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,606000.0,
1640,Круг  РТ-Техприемка,,Число,110.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,414000.0,
1641,Круг  РТ-Техприемка,,Число,110.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,606000.0,
1642,Круг  РТ-Техприемка,,Число,100.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6т1,0,не указан,,0,р./т,False,720000.0,
1643,Круг  РТ-Техприемка,,Число,100.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,968000.0,
1644,Круг  РТ-Техприемка,,Число,100.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95т1,0,не указан,,0,р./т,False,733000.0,
1645,Круг  РТ-Техприемка,,Число,100.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,704000.0,
1646,Круг  РТ-Техприемка,,Число,95.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,431000.0,
1647,Круг  РТ-Техприемка,,Число,90.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,амг6,0,не указан,,0,р./т,False,437000.0,
1648,Круг  РТ-Техприемка,,Число,90.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6т1,0,не указан,,0,р./т,False,720000.0,
1649,Круг  РТ-Техприемка,,Число,90.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,716000.0,
1650,Круг  РТ-Техприемка,,Число,90.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,968000.0,
1651,Круг  РТ-Техприемка,,Число,90.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,431000.0,
1652,Круг  РТ-Техприемка,,Число,110.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95т1,0,не указан,,0,р./т,False,622000.0,
1653,Круг  РТ-Техприемка,,Число,240.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,606000.0,
1654,Круг  РТ-Техприемка,,Число,230.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,606000.0,
1655,Круг  РТ-Техприемка,,Число,140.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,606000.0,
1656,Круг  РТ-Техприемка,,Число,170.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,573000.0,
1657,Круг  РТ-Техприемка,,Число,170.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,амг2,0,не указан,,0,р./т,False,437000.0,
1658,Круг  РТ-Техприемка,,Число,160.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,573000.0,
1659,Круг  РТ-Техприемка,,Число,160.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,549000.0,
1660,Круг  РТ-Техприемка,,Число,170.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,амг6,0,не указан,,0,р./т,False,429000.0,
1661,Круг  РТ-Техприемка,,Число,180.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,414000.0,
1662,Круг  РТ-Техприемка,,Число,180.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,549000.0,
1663,Круг  РТ-Техприемка,,Число,180.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,573000.0,
1664,Круг  РТ-Техприемка,,Число,190.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,606000.0,
1665,Круг  РТ-Техприемка,,Число,150.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,573000.0,
1666,Круг  РТ-Техприемка,,Число,150.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,549000.0,
1667,Круг  РТ-Техприемка,,Число,190.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,549000.0,
1668,Круг  РТ-Техприемка,,Число,190.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,573000.0,
1669,Круг  РТ-Техприемка,,Число,150.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95т1,0,не указан,,0,р./т,False,622000.0,
1670,Круг  РТ-Техприемка,,Число,150.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,606000.0,
1671,Круг  РТ-Техприемка,,Число,50.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,431000.0,
1672,Круг  РТ-Техприемка,,Число,210.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,606000.0,
1673,Круг  РТ-Техприемка,,Число,210.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,573000.0,
1674,Круг  РТ-Техприемка,,Число,140.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,амг6,0,не указан,,0,р./т,False,429000.0,
1675,Круг  РТ-Техприемка,,Число,220.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,606000.0,
1676,Круг  РТ-Техприемка,,Число,140.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,573000.0,
1677,Круг  РТ-Техприемка,,Число,140.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,414000.0,
1678,Круг  РТ-Техприемка,,Число,220.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,549000.0,
1679,Круг  РТ-Техприемка,,Число,220.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,573000.0,
1680,Круг  РТ-Техприемка,,Число,220.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,амг2,0,не указан,,0,р./т,False,437000.0,
1681,Круг  РТ-Техприемка,,Число,90.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,704000.0,
1682,Круг  РТ-Техприемка,,Число,85.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6т1,0,не указан,,0,р./т,False,720000.0,
1683,Круг  РТ-Техприемка,,Число,200.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,549000.0,
1684,Круг  РТ-Техприемка,,Число,85.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,716000.0,
1685,Круг  РТ-Техприемка,,Число,60.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,431000.0,
1686,Круг  РТ-Техприемка,,Число,60.0,,,,,,,,,3.0,3.0,,,Сталь,д1т,0,не указан,,0,р./т,False,436000.0,
1687,Круг  РТ-Техприемка,,Число,55.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,амг6,0,не указан,,0,р./т,False,437000.0,
1688,Круг  РТ-Техприемка,,Число,50.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,716000.0,
1689,Круг  РТ-Техприемка,,Число,60.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95,0,не указан,,0,р./т,False,704000.0,
1690,Круг  РТ-Техприемка,,Число,50.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6т1,0,не указан,,0,р./т,False,720000.0,
1691,Круг  РТ-Техприемка,,Число,60.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,926000.0,
1692,Круг  РТ-Техприемка,,Число,52.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,431000.0,
1693,Круг  РТ-Техприемка,,Число,60.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,968000.0,
1694,Круг  РТ-Техприемка,,Число,60.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6т1,0,не указан,,0,р./т,False,720000.0,
1695,Круг  РТ-Техприемка,,Число,65.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95т1,0,не указан,,0,р./т,False,733000.0,
1696,Круг  РТ-Техприемка,,Число,65.0,,,,,,,,,3.0,3.0,,,Сталь,д1т,0,не указан,,0,р./т,False,436000.0,
1697,Круг  РТ-Техприемка,,Число,65.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6т1,0,не указан,,0,р./т,False,720000.0,
1698,Круг  РТ-Техприемка,,Число,55.0,,,,,,,,,3.0,3.0,,,Сталь,д1т,0,не указан,,0,р./т,False,436000.0,
1699,Круг  РТ-Техприемка,,Число,70.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95т1,0,не указан,,0,р./т,False,733000.0,
1700,Круг  РТ-Техприемка,,Число,60.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,716000.0,
1701,Круг  РТ-Техприемка,,Число,80.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,431000.0,
1702,Круг  РТ-Техприемка,,Число,80.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак4,0,не указан,,0,р./т,False,968000.0,
1703,Круг  РТ-Техприемка,,Число,80.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,716000.0,
1704,Круг  РТ-Техприемка,,Число,80.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95т1,0,не указан,,0,р./т,False,733000.0,
1705,Круг  РТ-Техприемка,,Число,80.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6т1,0,не указан,,0,р./т,False,720000.0,
1706,Круг  РТ-Техприемка,,Число,75.0,,,,,,,,,3.0,3.0,,,Сталь,д1т,0,не указан,,0,р./т,False,436000.0,
1707,Круг  РТ-Техприемка,,Число,85.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,431000.0,
1708,Круг  РТ-Техприемка,,Число,75.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,431000.0,
1709,Круг  РТ-Техприемка,,Число,70.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6т1,0,не указан,,0,р./т,False,720000.0,
1710,Круг  РТ-Техприемка,,Число,75.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,в95т1,0,не указан,,0,р./т,False,733000.0,
1711,Круг  РТ-Техприемка,,Число,70.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,ак6,0,не указан,,0,р./т,False,716000.0,
1712,Круг  РТ-Техприемка,,Число,70.0,,,,,,,,,3.0,3.0,,,Сталь,д1т,0,не указан,,0,р./т,False,436000.0,
1713,Круг  РТ-Техприемка,,Число,70.0,,,,,,,,,3.0,3.0,,,Алюминиевый сплав,д16т,0,не указан,,0,р./т,False,431000.0,
1714,Круг  Серебрянка,,Число,3.0,,,,,,,,,,,,,Сталь,у7а,0,не указан,,0,р./т,False,147090.0,1-5т
1715,Круг  Серебрянка,,Число,12.5,,,,,,,,,,,,,Нержавеющая сталь,20х20н10,0,не указан,,0,р./т,False,177470.0,1-5т
1716,Круг  Серебрянка,,Число,12.3,,,,,,,,,,,,,Нержавеющая сталь,20х20н10,0,не указан,,0,р./т,False,177470.0,1-5т
1717,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,ст35,0,не указан,,0,р./т,False,53990.0,1-5т
1718,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,ст20,0,не указан,,0,р./т,False,53990.0,1-5т
1719,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,9хс,0,не указан,,0,р./т,False,99990.0,1-5т
1720,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,09г2с,0,не указан,,0,р./т,False,58990.0,1-5т
1721,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,ст3,0,не указан,,0,р./т,False,53990.0,1-5т
1722,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,18хгт,0,не указан,,0,р./т,False,63990.0,1-5т
1723,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,ст45,0,не указан,,0,р./т,False,53990.0,1-5т
1724,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,30хгса,0,не указан,,0,р./т,False,63990.0,1-5т
1725,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,ст45,0,не указан,,0,р./т,False,53990.0,1-5т
1726,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,40х,0,не указан,,0,р./т,False,58990.0,1-5т
1727,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,30хгса,0,не указан,,0,р./т,False,63990.0,1-5т
1728,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,ст20,0,не указан,,0,р./т,False,53990.0,1-5т
1729,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,30хгса,0,не указан,,0,р./т,False,63990.0,1-5т
1730,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,ст3,0,не указан,,0,р./т,False,53990.0,1-5т
1731,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,ст35,0,не указан,,0,р./т,False,53990.0,1-5т
1732,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,ст35,0,не указан,,0,р./т,False,53990.0,1-5т
1733,Круг  г/к,,Число,170.0,,,,,,,,,,,,,Сталь,38х2мюа,0,не указан,,0,р./т,False,121990.0,1-5т
1734,Круг  г/к,,Число,170.0,,,,,,,,,,,,,Сталь,30хгса,0,не указан,,0,р./т,False,77990.0,1-5т
1735,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,ст20,0,не указан,,0,р./т,False,53990.0,1-5т
1736,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,09г2с,0,не указан,,0,р./т,False,58990.0,1-5т
1737,Круг  г/к,,Число,170.0,,,,,,,,,,,,,Сталь,ст3,0,не указан,,0,р./т,False,53990.0,1-5т
1738,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,30хгса,0,не указан,,0,р./т,False,63990.0,1-5т
1739,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,09г2с,0,не указан,,0,р./т,False,58990.0,1-5т
1740,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,у8а,0,не указан,,0,р./т,False,76990.0,1-5т
1741,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,38х2мюа,0,не указан,,0,р./т,False,121990.0,1-5т
1742,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,40хн2ма,0,не указан,,0,р./т,False,142990.0,1-5т
1743,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,40хн,0,не указан,,0,р./т,False,109990.0,1-5т
1744,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,65г,0,не указан,,0,р./т,False,77990.0,1-5т
1745,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,12хн3а,0,не указан,,0,р./т,False,196990.0,1-5т
1746,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,40х,0,не указан,,0,р./т,False,58990.0,1-5т
1747,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,18хгт,0,не указан,,0,р./т,False,63990.0,1-5т
1748,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,ст45,0,не указан,,0,р./т,False,53990.0,1-5т
1749,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,12хн3а,0,не указан,,0,р./т,False,196990.0,1-5т
1750,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,65г,0,не указан,,0,р./т,False,77990.0,1-5т
1751,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,40хн2ма,0,не указан,,0,р./т,False,142990.0,1-5т
1752,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,38х2мюа,0,не указан,,0,р./т,False,119990.0,1-5т
1753,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,20х,0,не указан,,0,р./т,False,58990.0,1-5т
1754,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,9хс,0,не указан,,0,р./т,False,99990.0,1-5т
1755,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,у8а,0,не указан,,0,р./т,False,74990.0,1-5т
1756,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,40хн2ма,0,не указан,,0,р./т,False,136990.0,1-5т
1757,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,40хн,0,не указан,,0,р./т,False,109990.0,1-5т
1758,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,12хн3а,0,не указан,,0,р./т,False,199990.0,1-5т
1759,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,ст45,0,не указан,,0,р./т,False,53990.0,1-5т
1760,Круг  г/к,,Число,115.0,,,,,,,,,,,,,Сталь,ст45,0,не указан,,0,р./т,False,53990.0,1-5т
1761,Круг  г/к,,Число,110.0,,,,,,,,,,,,,Сталь,09г2с,0,не указан,,0,р./т,False,58990.0,1-5т
1762,Круг  г/к,,Число,110.0,,,,,,,,,,,,,Сталь,ст35,0,не указан,,0,р./т,False,53990.0,1-5т
1763,Круг  г/к,,Число,110.0,,,,,,,,,,,,,Сталь,18хгт,0,не указан,,0,р./т,False,63990.0,1-5т
1764,Круг  г/к,,Число,110.0,,,,,,,,,,,,,Сталь,40х,0,не указан,,0,р./т,False,58990.0,1-5т
1765,Круг  г/к,,Число,110.0,,,,,,,,,,,,,Сталь,38х2мюа,0,не указан,,0,р./т,False,119990.0,1-5т
1766,Круг  г/к,,Число,110.0,,,,,,,,,,,,,Сталь,ст45,0,не указан,,0,р./т,False,53990.0,1-5т
1767,Круг  г/к,,Число,110.0,,,,,,,,,,,,,Сталь,65г,0,не указан,,0,р./т,False,77990.0,1-5т
1768,Круг  г/к,,Число,115.0,,,,,,,,,,,,,Сталь,ст45,0,не указан,,0,р./т,False,53990.0,1-5т
1769,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,40х,0,не указан,,0,р./т,False,58990.0,1-5т
1770,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,65г,0,не указан,,0,р./т,False,77990.0,1-5т
1771,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,18хгт,0,не указан,,0,р./т,False,63990.0,1-5т
1772,Круг  г/к,,Число,38.0,,,,,,,,,2.0,6.0,,,Нержавеющая сталь,12х18н10т,0,не указан,,0,р./т,False,309000.0,<0.1т
1773,Круг  г/к,,Число,125.0,,,,,,,,,,,,,Сталь,ст45,0,не указан,,0,р./т,False,53990.0,1-5т
1774,Круг  г/к,,Число,125.0,,,,,,,,,,,,,Сталь,ст35,0,не указан,,0,р./т,False,53990.0,1-5т
1775,Круг  г/к,,Число,125.0,,,,,,,,,,,,,Сталь,ст35,0,не указан,,0,р./т,False,53990.0,1-5т
1776,Круг  г/к,,Число,125.0,,,,,,,,,,,,,Сталь,ст45,0,не указан,,0,р./т,False,53990.0,1-5т
1777,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,ст45,0,не указан,,0,р./т,False,53990.0,1-5т
1778,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,ст20,0,не указан,,0,р./т,False,53990.0,1-5т
1779,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,38х2мюа,0,не указан,,0,р./т,False,119990.0,1-5т
1780,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,40х,0,не указан,,0,р./т,False,58990.0,1-5т
1781,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,09г2с,0,не указан,,0,р./т,False,58990.0,1-5т
1782,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,ст35,0,не указан,,0,р./т,False,53990.0,1-5т
1783,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,20х,0,не указан,,0,р./т,False,58990.0,1-5т
1784,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,18хгт,0,не указан,,0,р./т,False,63990.0,1-5т
1785,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,ст3,0,не указан,,0,р./т,False,53990.0,1-5т
1786,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,ст35,0,не указан,,0,р./т,False,53990.0,1-5т
1787,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,ст20,0,не указан,,0,р./т,False,53990.0,1-5т
1788,Круг  г/к,,Число,120.0,,,,,,,,,,,,,Сталь,09г2с,0,не указан,,0,р./т,False,58990.0,1-5т
1789,Круг  г/к,,Число,130.0,,,,,,,,,,,,,Сталь,40хн,0,не указан,,0,р./т,False,109990.0,1-5т
1790,Круг  г/к,,Число,170.0,,,,,,,,,,,,,Сталь,ст20,0,не указан,,0,р./т,False,53990.0,1-5т
1791,Круг  г/к,,Число,150.0,,,,,,,,,,,,,Сталь,40хн2ма,0,не указан,,0,р./т,False,142990.0,1-5т
1792,Круг  г/к,,Число,140.0,,,,,,,,,,,,,Сталь,65г,0,не указан,,0,р./т,False,77990.0,1-5т
1793,Круг  г/к,,Число,170.0,,,,,,,,,,,,,Сталь,у8а,0,не указан,,0,р./т,False,76990.0,1-5т
1794,Круг  г/к,,Число,170.0,,,,,,,,,,,,,Сталь,12хн3а,0,не указан,,0,р./т,False,196990.0,1-5т
1795,Круг  г/к,,Число,170.0,,,,,,,,,,,,,Сталь,40хн,0,не указан,,0,р./т,False,109990.0,1-5т
1796,Круг  г/к,,Число,180.0,,,,,,,,,,,,,Сталь,12хн3а,0,не указан,,0,р./т,False,196990.0,1-5т
1797,Круг  г/к,,Число,38.0,,,,,,,,,,,,,Сталь,20х13,0,не указан,,0,р./т,False,209000.0,1-5т
1798,Круг  г/к,,Число,38.0,,,,,,,,,,,,,Сталь,30х13,0,не указан,,0,р./т,False,218000.0,1-5т
1799,Круг  г/к,,Число,160.0,,,,,,,,,,,,,Сталь,18хгт,0,не указан,,0,р./т,False,63990.0,1-5т
1800,Круг  г/к,,Число,170.0,,,,,,,,,,,,,Сталь,9хс,0,не указан,,0,р./т,False,99990.0,1-5т
1801,Круг  г/к,,Число,160.0,,,,,,,,,,,,,Сталь,20х,0,не указан,,0,р./т,False,58990.0,1-5т
