,Наименование,ГОСТ,Тип_продукции,Размер_A,Типоразмер,Марка,Примечание_для_размера,Размер_B,Толщина,Диапазон_min,Диапазон_max,Размер_C,Минимальная_длина,Максимальная_длина,Упаковка,Примечание_для_цены,Тип_материала,Основная_марка,Свариваемость,Тип_стандарта,Номер_стандарта,Год_стандарта,Категория_цены,Звоните,Цена,Условие_цены
0,Арматура А1,,Число,8.0,,,,,,,,,6.0,6.0,,,Сталь,ст3,0,не указан,,0,р./т,False,47990.0,1-5т
1,Арматура А1,,Число,18.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,46500.0,
2,Арматура А1,,Число,40.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,50990.0,1-5т
3,Арматура А1,,Число,36.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,49490.0,1-5т
4,Арматура А1,,Число,32.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,49990.0,1-5т
5,Арматура А1,,Число,28.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,46990.0,1-5т
6,Арматура А1,,Число,25.0,,,,,,,,,11.7,11.7,,,Сталь,а240,0,не указан,,0,р./т,False,46490.0,1-5т
7,Арматура А1,,Число,22.0,,,,,,,,,11.7,11.7,,,Сталь,а240,0,не указан,,0,р./т,False,46490.0,1-5т
8,Арматура А1,,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,а240,0,не указан,,0,р./т,False,46990.0,1-5т
9,Арматура А1,,Число,18.0,,,,,,,,,11.7,11.7,,,Сталь,а240,0,не указан,,0,р./т,False,46490.0,1-5т
10,Арматура А1,,Число,16.0,,,,,,,,,11.7,11.7,,,Сталь,а240с,1,не указан,,0,р./т,False,46490.0,1-5т
11,Арматура А1,,Число,14.0,,,,,,,,,6.0,6.0,,,Сталь,ст3,0,не указан,,0,р./т,False,46990.0,1-5т
12,Арматура А1,,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,а240,0,не указан,,0,р./т,False,46490.0,1-5т
13,Арматура А1,,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,48490.0,1-5т
14,Арматура А1,,Число,12.0,,,,,,,,,,,бухты,,Сталь,ст3,0,не указан,,0,р./т,False,46990.0,1-5т
15,Арматура А1,,Число,16.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,46500.0,
16,Арматура А1,,Число,12.0,,,,,,,,,6.0,6.0,,,Сталь,ст3,0,не указан,,0,р./т,False,47990.0,1-5т
17,Арматура А1,,Число,10.0,,,,,,,,,6.0,6.0,,,Сталь,а240с,1,не указан,,0,р./т,False,48190.0,1-5т
18,Арматура А1,,Число,10.0,,,,,,,,,,,бухты,,Сталь,а240с,1,не указан,,0,р./т,False,47190.0,1-5т
19,Арматура А1,,Число,10.0,,,,,,,,,6.0,6.0,,,Сталь,ст3,0,не указан,,0,р./т,False,48190.0,1-5т
20,Арматура А1,,Число,8.0,,,,,,,,,6.0,6.0,,,Сталь,а240,0,не указан,,0,р./т,False,47990.0,1-5т
21,Арматура А1,,Число,8.0,,,,,,,,,11.7,11.7,,,Сталь,а240,0,не указан,,0,р./т,False,48190.0,1-5т
22,Арматура А1,,Число,8.0,,,,,,,,,,,бухты,,Сталь,а240,0,не указан,,0,р./т,False,46990.0,1-5т
23,Арматура А1,,Число,18.0,,,,,,,,,12.0,12.0,,,Сталь,ст3,0,не указан,,0,р./т,False,46300.0,
24,Арматура А1,,Число,6.0,,,,,,,,,6.0,6.0,,,Сталь,а240,0,не указан,,0,р./т,False,48190.0,1-5т
25,Арматура А1,,Число,6.0,,,,,,,,,,,бухты,,Сталь,а240,0,не указан,,0,р./т,False,47190.0,1-5т
26,Арматура А1,,Число,6.0,,,,,,,,,6.0,6.0,,,Сталь,ст3,0,не указан,,0,р./т,False,48190.0,1-5т
27,Арматура А1,,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,46500.0,
28,Арматура А1,,Число,22.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,46500.0,
29,Арматура А1,,Число,22.0,,,,,,,,,12.0,12.0,,,Сталь,ст3,0,не указан,,0,р./т,False,46500.0,
30,Арматура А1,,Число,22.0,,,,,,,,,6.0,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,42300.0,
31,Арматура А1,,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,а240с,1,не указан,,0,р./т,False,48490.0,1-5т
32,Арматура А1,,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,48000.0,
33,Арматура А1,,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,46500.0,
34,Арматура А1,,Число,8.0,,,,,,,,,6.0,6.0,,,Сталь,ст3,0,не указан,,0,р./т,False,48500.0,
35,Арматура А1,,Число,16.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,46500.0,>2т
36,Арматура А1,,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,46500.0,>2т
37,Арматура А1,,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,47000.0,>2т
38,Арматура А1,,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,49000.0,>2т
39,Арматура А1,,Число,10.0,,,,,,,,,,,бухты,,Сталь,ст3,0,не указан,,0,р./т,False,47000.0,
40,Арматура А1,,Число,6.0,,,,,,,,,6.0,6.0,,,Сталь,ст3,0,не указан,,0,р./т,False,49000.0,
41,Арматура А1,,Число,6.0,,,,,,,,,,,бухты,,Сталь,ст3,0,не указан,,0,р./т,False,47500.0,
42,Арматура А1,,Число,8.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,48500.0,
43,Арматура А1,,Число,8.0,,,,,,,,,,,бухты,,Сталь,ст3,0,не указан,,0,р./т,False,47000.0,
44,Арматура А1,,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,46500.0,>2т
45,Арматура А1,,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,ст3,0,не указан,,0,р./т,False,48500.0,
46,Арматура А1,,Число,22.0,,,,,,,,,11.7,11.7,,,Сталь,а240,0,не указан,,0,р./т,True,,
47,Арматура А1,,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,3сп,0,не указан,,0,р./т,True,,
48,Арматура А1,,Число,16.0,,,,,,,,,11.7,11.7,,,Сталь,а240,0,не указан,,0,р./т,True,,
49,Арматура А1,,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,3сп,0,не указан,,0,р./т,True,,
50,Арматура А1,,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,3сп,0,не указан,,0,р./т,True,,
51,Арматура А1,,Число,12.0,,,,,,,,,,,бухты,,Сталь,3сп,0,не указан,,0,р./т,True,,
52,Арматура А1,,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,3сп,0,не указан,,0,р./т,True,,
53,Арматура А1,,Число,10.0,,,,,,,,,,,бухты,,Сталь,3сп,0,не указан,,0,р./т,True,,
54,Арматура А1,,Число,8.0,,,,,,,,,11.7,11.7,,,Сталь,а240,0,не указан,,0,р./т,True,,
55,Арматура А1,,Число,10.0,,,,,,,,,6.0,6.0,,,Сталь,ст3,0,не указан,,0,р./т,False,48500.0,
56,Арматура А3,,Число,25.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,47100.0,>2т
57,Арматура А3,,Число,6.0,,,,,,,,,6.0,6.0,,,Сталь,а500с,1,не указан,,0,р./т,False,49000.0,
58,Арматура А3,,Число,6.0,,,,,,,,,6.0,6.0,,,Сталь,25г2с,0,не указан,,0,р./т,False,49000.0,
59,Арматура А3,,Число,22.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,47100.0,>2т
60,Арматура А3,,Число,6.0,,,,,,,,,,,бухты,,Сталь,а500с,1,не указан,,0,р./т,False,47000.0,
61,Арматура А3,,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46500.0,>2т
62,Арматура А3,,Число,16.0,,,,,,,,,,,,,Сталь,а500с,1,не указан,,0,р./т,False,39490.0,1-5т
63,Арматура А3,,Число,16.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,47100.0,>2т
64,Арматура А3,,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,47100.0,>2т
65,Арматура А3,,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,48000.0,>2т
66,Арматура А3,,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,48500.0,>2т
67,Арматура А3,,Число,8.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,52200.0,>2т
68,Арматура А3,,Число,18.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,47100.0,>2т
69,Арматура А3,,Число,6.0,,,,,,,,,,,бухты,,Сталь,25г2с,0,не указан,,0,р./т,False,47000.0,
70,Арматура А3,,Число,16.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,False,49990.0,1-5т
71,Арматура А3,,Число,8.0,,,,,,,,,6.0,6.0,,,Сталь,а500с,1,не указан,,0,р./т,False,48500.0,
72,Арматура А3,ГОСТ 34028-2016,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,46500.0,
73,Арматура А3,,Число,20.0,,,,,,,,,12.0,12.0,,,Сталь,а500с,1,не указан,,0,р./т,False,45500.0,
74,Арматура А3,,Число,20.0,,,,,,,,,6.0,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,44000.0,
75,Арматура А3,ГОСТ 5781-82,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,50000.0,
76,Арматура А3,,Число,22.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,45500.0,
77,Арматура А3,ГОСТ 34028-2016,Число,22.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,46500.0,
78,Арматура А3,,Число,22.0,,,,,,,,,5.85,5.85,,,Сталь,а500с,1,не указан,,0,р./т,False,44500.0,
79,Арматура А3,ГОСТ 5781-82,Число,22.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,49500.0,
80,Арматура А3,,Число,25.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,45500.0,
81,Арматура А3,,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,45500.0,
82,Арматура А3,ГОСТ 34028-2016,Число,25.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,46500.0,
83,Арматура А3,ГОСТ 5781-82,Число,25.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,49500.0,
84,Арматура А3,,Число,28.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,45500.0,
85,Арматура А3,ГОСТ 34028-2016,Число,28.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,46500.0,
86,Арматура А3,,Число,28.0,,,,,,,,,5.85,5.85,,,Сталь,а500с,1,не указан,,0,р./т,False,44500.0,
87,Арматура А3,ГОСТ 5781-82,Число,28.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,50500.0,
88,Арматура А3,ГОСТ 34028-2016,Число,32.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,46500.0,
89,Арматура А3,ГОСТ 5781-82,Число,32.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,52000.0,
90,Арматура А3,ГОСТ 34028-2016,Число,36.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,47000.0,
91,Арматура А3,ГОСТ 5781-82,Число,36.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,50500.0,
92,Арматура А3,,Число,25.0,,,,,,,,,,,,,Сталь,а500с,1,не указан,,0,р./т,False,37500.0,
93,Арматура А3,,Число,8.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,48500.0,
94,Арматура А3,ГОСТ 5781-82,Число,18.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,50500.0,
95,Арматура А3,ГОСТ 34028-2016,Число,18.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,46500.0,
96,Арматура А3,,Число,8.0,,,,,,,,,6.0,6.0,,,Сталь,а500с,1,не указан,,0,р./т,False,46000.0,
97,Арматура А3,,Число,8.0,,,,,,,,,,,бухты,,Сталь,а500с,1,не указан,,0,р./т,False,47000.0,
98,Арматура А3,ГОСТ 5781-82,Число,8.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,49000.0,
99,Арматура А3,ГОСТ 5781-82,Число,8.0,,,,,,,,,6.0,6.0,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,49000.0,
100,Арматура А3,ГОСТ 5781-82,Число,8.0,,,,,,,,,,,бухты,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,47500.0,
101,Арматура А3,,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,49000.0,
102,Арматура А3,ГОСТ 34028-2016,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,49000.0,
103,Арматура А3,,Число,28.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,47100.0,>2т
104,Арматура А3,,Число,10.0,,,,,,,,,,,бухты,,Сталь,а500с,1,не указан,,0,р./т,False,47500.0,
105,Арматура А3,,Число,18.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,45500.0,
106,Арматура А3,ГОСТ 5781-82,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,52000.0,
107,Арматура А3,,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46500.0,
108,Арматура А3,ГОСТ 34028-2016,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,47000.0,
109,Арматура А3,ГОСТ 5781-82,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,50000.0,
110,Арматура А3,,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,45500.0,
111,Арматура А3,ГОСТ 34028-2016,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,46500.0,
112,Арматура А3,ГОСТ 5781-82,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,49500.0,
113,Арматура А3,,Число,16.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,45500.0,
114,Арматура А3,ГОСТ 34028-2016,Число,16.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,46500.0,
115,Арматура А3,ГОСТ 5781-82,Число,16.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,50500.0,
116,Арматура А3,ГОСТ 5781-82,Число,10.0,,,,,,,,,,,бухты,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,50500.0,
117,Арматура А3,,Число,32.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,47100.0,>2т
118,Арматура А3,,Число,22.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
119,Арматура А3,,Число,32.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46490.0,1-5т
120,Арматура А3,,Число,8.0,,,,,,,,,,,бухты,,Сталь,в500с,1,не указан,,0,р./т,False,53490.0,1-5т
121,Арматура А3,,Число,8.0,,,,,,,,,,,бухты,,Сталь,а500с,1,не указан,,0,р./т,False,47190.0,1-5т
122,Арматура А3,,Число,8.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,48190.0,1-5т
123,Арматура А3,,Число,8.0,,,,,,,,,6.0,6.0,,,Сталь,а500с,1,не указан,,0,р./т,False,48190.0,1-5т
124,Арматура А3,,Число,6.0,,,,,,,,,,,бухты,,Сталь,35гс,0,не указан,,0,р./т,False,48990.0,1-5т
125,Арматура А3,,Число,6.0,,,,,,,,,6.0,6.0,,,Сталь,35гс,0,не указан,,0,р./т,False,49990.0,1-5т
126,Арматура А3,,Число,6.0,,,,,,,,,,,бухты,,Сталь,в500с,1,не указан,,0,р./т,False,53490.0,1-5т
127,Арматура А3,,Число,6.0,,,,,,,,,,,бухты,,Сталь,а500с,1,не указан,,0,р./т,False,48490.0,1-5т
128,Арматура А3,,Число,6.0,,,,,,,,,6.0,6.0,,,Сталь,а500с,1,не указан,,0,р./т,False,49490.0,1-5т
129,Арматура А3,,Число,16.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46490.0,1-5т
130,Арматура А3,,Число,10.0,,,,,,,,,,,,,Сталь,а500с,1,не указан,,0,р./т,False,43990.0,1-5т
131,Арматура А3,,Число,18.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46490.0,1-5т
132,Арматура А3,,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46490.0,1-5т
133,Арматура А3,,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,False,53990.0,1-5т
134,Арматура А3,,Число,22.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,False,49490.0,1-5т
135,Арматура А3,,Число,22.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46490.0,1-5т
136,Арматура А3,,Число,25.0,,,,,,,,,,,,,Сталь,а500с,1,не указан,,0,р./т,False,39490.0,1-5т
137,Арматура А3,,Число,25.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46490.0,1-5т
138,Арматура А3,,Число,25.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,False,49990.0,1-5т
139,Арматура А3,,Число,28.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46490.0,1-5т
140,Арматура А3,,Число,28.0,,,,,,,,,11.7,11.7,,,Сталь,35гс,0,не указан,,0,р./т,False,48990.0,1-5т
141,Арматура А3,,Число,28.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,False,50990.0,1-5т
142,Арматура А3,,Число,18.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,False,50990.0,1-5т
143,Арматура А3,,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,False,51990.0,1-5т
144,Арматура А3,,Число,10.0,,,,,,,,,6.0,6.0,,,Сталь,а500с,1,не указан,,0,р./т,False,49190.0,1-5т
145,Арматура А3,,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,48990.0,1-5т
146,Арматура А3,,Число,16.0,,,,,,,,,6.0,6.0,,,Сталь,а500с,1,не указан,,0,р./т,False,46990.0,1-5т
147,Арматура А3,,Число,14.0,,,,,,,,,6.7,6.7,,,Сталь,а800,0,не указан,,0,р./т,False,52490.0,1-5т
148,Арматура А3,,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,а800,0,не указан,,0,р./т,False,51490.0,1-5т
149,Арматура А3,,Число,14.0,,,,,,,,,7.6,7.6,,,Сталь,а800,0,не указан,,0,р./т,False,51490.0,1-5т
150,Арматура А3,,Число,14.0,,,,,,,,,6.0,6.0,,,Сталь,а500с,1,не указан,,0,р./т,False,46990.0,1-5т
151,Арматура А3,,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,False,49490.0,1-5т
152,Арматура А3,,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46490.0,1-5т
153,Арматура А3,ТУ 38.32.22-09-15610448-2021,Число,12.0,,,,,,,,,,,,,Не указан,не указан,0,ТУ,38.32.22-09-15610448,0,р./т,False,38990.0,1-5т
154,Арматура А3,,Число,12.0,,,,,,,,,,,бухты,,Сталь,а500с,1,не указан,,0,р./т,False,47990.0,1-5т
155,Арматура А3,,Число,12.0,,,,,,,,,,,бухты,,Сталь,в500с,1,не указан,,0,р./т,False,54490.0,1-5т
156,Арматура А3,,Число,12.0,,,,,,,,,6.7,6.7,,,Сталь,а800,0,не указан,,0,р./т,False,51490.0,1-5т
157,Арматура А3,,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,а800,0,не указан,,0,р./т,False,52990.0,1-5т
158,Арматура А3,,Число,12.0,,,,,,,,,7.6,7.6,,,Сталь,а800,0,не указан,,0,р./т,False,51990.0,1-5т
159,Арматура А3,,Число,12.0,,,,,,,,,6.0,6.0,,,Сталь,а500с,1,не указан,,0,р./т,False,47190.0,1-5т
160,Арматура А3,,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46990.0,1-5т
161,Арматура А3,,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,False,49990.0,1-5т
162,Арматура А3,,Число,12.0,,,,,,,,,,,,,Сталь,а500с,1,не указан,,0,р./т,False,41490.0,1-5т
163,Арматура А3,,Число,10.0,,,,,,,,,,,бухты,,Сталь,в500с,1,не указан,,0,р./т,False,54490.0,1-5т
164,Арматура А3,,Число,10.0,,,,,,,,,,,бухты,,Сталь,35гс,0,не указан,,0,р./т,False,49990.0,1-5т
165,Арматура А3,,Число,10.0,,,,,,,,,,,бухты,,Сталь,а500с,1,не указан,,0,р./т,False,47490.0,1-5т
166,Арматура А3,,Число,10.0,,,,,,,,,,,бухты,,Сталь,25г2с,0,не указан,,0,р./т,False,50990.0,1-5т
167,Арматура А3,,Число,10.0,,,,,,,,,1.0,6.0,,,Не указан,не указан,0,не указан,,0,р./т,False,31490.0,1-5т
168,Арматура А3,,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,35гс,0,не указан,,0,р./т,False,50990.0,1-5т
169,Арматура А3,,Число,32.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,False,51490.0,1-5т
170,Арматура А3,,Число,36.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
171,Арматура А3,ГОСТ 5781-82,Число,40.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,ГОСТ,5781,0,р./т,False,53000.0,
172,Арматура А3,,Число,40.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46790.0,1-5т
173,Арматура А3,,Число,36.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,True,,
174,Арматура А3,,Число,32.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
175,Арматура А3,,Число,28.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,True,,
176,Арматура А3,,Число,36.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,False,46790.0,1-5т
177,Арматура А3,,Число,28.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
178,Арматура А3,,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
179,Арматура А3,,Число,12.0,,,,,,,,,,,,,Сталь,в500с,1,не указан,,0,р./т,True,,
180,Арматура А3,,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,True,,
181,Арматура А3,,Число,14.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
182,Арматура А3,,Число,16.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
183,Арматура А3,,Число,18.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
184,Арматура А3,,Число,18.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,True,,
185,Арматура А3,,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
186,Арматура А3,,Число,20.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,True,,
187,Арматура А3,ГОСТ 34028-2016,Число,40.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,ГОСТ,34028,0,р./т,False,47000.0,
188,Арматура А3,,Число,25.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,True,,
189,Арматура А3,,Число,12.0,,,,,,,,,11.7,11.7,,,Сталь,25г2с,0,не указан,,0,р./т,True,,
190,Арматура А3,,Число,25.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
191,Арматура А3,,Число,8.0,,,,,,,,,,,бухты,,Сталь,а500с,1,не указан,,0,р./т,True,,
192,Арматура А3,,Число,10.0,,,,,,,,,,,,,Сталь,в500с,1,не указан,,0,р./т,True,,
193,Арматура А3,,Число,10.0,,,,,,,,,,,бухты,,Сталь,а500с,1,не указан,,0,р./т,True,,
194,Арматура А3,,Число,10.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
195,Арматура А3,,Число,8.0,,,,,,,,,,,,,Сталь,в500с,1,не указан,,0,р./т,True,,
196,Арматура А3,,Число,8.0,,,,,,,,,11.7,11.7,,,Сталь,а500с,1,не указан,,0,р./т,True,,
197,Арматура А3,,Число,6.0,,,,,,,,,,,,,Сталь,в500с,1,не указан,,0,р./т,True,,
198,Арматура Ат800,,Число,12.0,,,,,,,,,7.6,7.6,,,Не указан,не указан,0,не указан,,0,р./т,False,51990.0,1-5т
199,Арматура Ат800,,Число,12.0,,,,,,,,,11.7,11.7,,,Не указан,не указан,0,не указан,,0,р./т,False,52990.0,1-5т
200,Арматура Ат800,,Число,12.0,,,,,,,,,6.7,6.7,,,Не указан,не указан,0,не указан,,0,р./т,False,51490.0,1-5т
201,Арматура Ат800,,Число,14.0,,,,,,,,,7.6,7.6,,,Не указан,не указан,0,не указан,,0,р./т,False,51490.0,1-5т
